customerID,Dependents,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,gender,InternetService,Contract,PaymentMethod,SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn
5028-GZLDO,No,No,No,No,No,No,No,No,No,Male,Fiber optic,Month-to-month,Credit card (automatic),0,2,70.7,140.7,Yes
0014-BMAQU,No,Yes,Yes,No,No,Yes,No,No,Yes,Male,Fiber optic,Two year,Credit card (automatic),0,63,84.65,5377.8,No
6861-XWTWQ,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,1,7,99.25,665.45,Yes
9018-PCIOK,No,No,No,Yes,Yes,No,No,Yes,Yes,Female,DSL,Two year,Mailed check,0,55,64.75,3617.1,No
4837-QUSFT,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Female,Fiber optic,One year,Bank transfer (automatic),0,65,100.15,6643.5,No
6877-TJMBR,No,No,No,No,No,Yes,Yes,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,1,84.8,84.8,Yes
9953-ZMKSM,No,Yes,No,No,No,No,No,No,No,Male,No,Two year,Mailed check,0,63,25.25,1559.3,No
0907-HQNTS,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Female,Fiber optic,Two year,Credit card (automatic),1,70,113.0,7987.6,No
7665-NKLAV,Yes,No,Yes,No,Yes,Yes,No,No,No,Female,DSL,Two year,Credit card (automatic),0,36,40.65,1547.35,No
6769-DCQLI,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Male,Fiber optic,One year,Bank transfer (automatic),0,52,105.0,5426.85,Yes
2433-KMEAS,No,Yes,Yes,No,No,No,No,No,Yes,Male,DSL,Month-to-month,Electronic check,0,22,54.45,1127.35,Yes
4391-LNRXK,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Male,Fiber optic,Month-to-month,Bank transfer (automatic),0,22,94.95,2142.8,No
8250-ZNGGW,No,No,Yes,Yes,No,Yes,No,No,No,Female,DSL,Month-to-month,Credit card (automatic),1,5,59.9,287.85,No
2195-ZRVAX,No,No,No,No,Yes,No,No,Yes,Yes,Female,Fiber optic,Month-to-month,Electronic check,0,47,85.3,4045.65,Yes
3550-SAHFP,No,Yes,No,No,No,No,No,Yes,Yes,Female,Fiber optic,Month-to-month,Electronic check,0,33,83.35,2757.85,Yes
2011-TRQYE,No,No,No,Yes,Yes,No,No,No,Yes,Male,DSL,Month-to-month,Credit card (automatic),0,18,33.5,600.0,Yes
8562-GHPPI,No,No,No,No,No,No,No,No,No,Female,No,Month-to-month,Credit card (automatic),0,1,19.8,19.8,No
5893-PYOLZ,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Male,DSL,Two year,Credit card (automatic),0,56,81.8,4534.45,No
4986-MXSFP,No,No,No,No,No,No,No,No,Yes,Female,No,Month-to-month,Mailed check,0,2,20.0,40.9,No
6131-FOYAS,No,Yes,Yes,No,Yes,No,No,No,Yes,Male,DSL,Month-to-month,Electronic check,0,35,59.6,2094.9,No
3027-YNWZU,No,Yes,No,No,No,No,No,No,No,Female,No,Two year,Credit card (automatic),0,64,25.0,1584.8,No
5609-IMCGG,No,Yes,Yes,No,Yes,No,No,No,Yes,Female,Fiber optic,Month-to-month,Credit card (automatic),0,15,84.35,1302.65,No
4873-ILOLJ,No,No,No,No,No,No,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,24,90.35,2238.5,Yes
4727-MCYZG,No,No,No,No,No,No,No,Yes,No,Male,DSL,Month-to-month,Mailed check,0,1,55.55,55.55,No
9481-WHGWY,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Female,DSL,Two year,Credit card (automatic),0,70,75.35,5437.75,No
2725-KXXWT,No,No,No,No,No,No,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,1,90.75,90.75,Yes
9565-DJPIB,Yes,Yes,No,Yes,No,No,Yes,No,No,Female,Fiber optic,Month-to-month,Mailed check,0,4,89.6,365.65,Yes
4328-VUFWD,No,No,No,No,No,Yes,No,Yes,No,Female,DSL,One year,Electronic check,0,39,59.3,2209.15,No
3301-LSLWQ,No,Yes,Yes,No,No,No,No,Yes,Yes,Female,DSL,Month-to-month,Electronic check,0,29,66.1,1912.15,No
7473-ZBDSN,Yes,No,No,No,No,No,No,No,No,Female,No,Two year,Mailed check,0,14,18.8,255.55,No
3166-PNEOF,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Female,DSL,Two year,Credit card (automatic),0,61,86.45,5175.3,No
5639-NTUPK,Yes,No,Yes,No,No,No,No,No,Yes,Male,DSL,Month-to-month,Credit card (automatic),0,13,52.1,670.65,No
8780-YRMTT,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Female,DSL,Two year,Mailed check,0,66,47.4,3177.25,No
8348-HFYIV,No,No,No,No,Yes,No,Yes,Yes,Yes,Male,DSL,Month-to-month,Electronic check,0,2,49.25,90.35,Yes
5140-FOMCQ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Female,Fiber optic,One year,Credit card (automatic),0,59,109.15,6557.75,No
6242-SGYTS,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Male,Fiber optic,One year,Credit card (automatic),0,62,94.95,5791.85,No
8166-ORCHU,No,No,Yes,Yes,No,Yes,No,Yes,Yes,Male,Fiber optic,One year,Electronic check,1,33,93.55,3055.5,No
8414-OOEEL,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Male,DSL,Two year,Credit card (automatic),0,66,79.5,5196.1,No
8454-AATJP,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Female,Fiber optic,Two year,Credit card (automatic),0,72,115.05,8405.0,No
6849-WLEYG,Yes,No,No,No,No,No,No,No,No,Male,No,Month-to-month,Mailed check,0,1,19.75,19.75,Yes
4659-NZRUF,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Female,Fiber optic,Month-to-month,Electronic check,0,19,95.15,1789.25,Yes
4531-AUZNK,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Female,Fiber optic,One year,Mailed check,0,51,95.15,5000.05,No
4191-XOVOM,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Male,Fiber optic,Month-to-month,Electronic check,0,63,105.4,6713.2,No
2150-OEGBV,No,No,No,No,No,No,No,No,No,Male,No,One year,Bank transfer (automatic),0,27,20.1,562.6,No
8429-XIBUM,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Bank transfer (automatic),0,22,101.35,2317.1,Yes
1855-CFULU,No,No,No,No,No,No,No,No,No,Female,No,Month-to-month,Mailed check,1,4,20.05,91.45,No
4878-BUNFV,Yes,No,No,No,No,No,No,No,No,Male,No,Two year,Mailed check,0,42,20.7,828.85,No
1872-EBWSC,No,No,No,No,No,No,No,No,No,Female,No,One year,Mailed check,0,29,20.35,617.35,No
2608-BHKFN,No,No,No,No,No,No,No,No,Yes,Female,Fiber optic,Month-to-month,Credit card (automatic),0,4,70.05,266.9,Yes
7026-YMSBE,No,No,No,No,No,No,No,No,No,Male,No,One year,Mailed check,0,30,19.7,625.05,No
7341-LXCAF,No,Yes,No,No,No,No,No,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,4,74.65,301.4,Yes
6997-UVGOX,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Male,DSL,Two year,Bank transfer (automatic),0,71,85.45,6029.9,No
9674-EHPPG,No,No,Yes,No,Yes,Yes,No,No,No,Male,DSL,Two year,Credit card (automatic),0,46,40.4,1842.7,No
9462-MJUAW,No,Yes,No,No,No,No,No,No,No,Male,DSL,Month-to-month,Mailed check,0,4,50.4,206.6,Yes
8128-YVJRG,No,Yes,Yes,No,No,No,No,No,Yes,Female,Fiber optic,Month-to-month,Mailed check,0,7,79.65,604.7,Yes
5440-VHLUL,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Male,Fiber optic,One year,Bank transfer (automatic),0,69,105.2,7386.05,No
5781-BKHOP,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Female,Fiber optic,Two year,Bank transfer (automatic),0,72,100.65,7334.05,No
4283-FUTGF,No,Yes,No,No,Yes,No,No,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,1,19,79.85,1471.75,Yes
5213-TWWJU,No,No,No,No,Yes,Yes,No,Yes,No,Male,Fiber optic,Month-to-month,Electronic check,0,28,91.0,2626.15,No
1569-TTNYJ,No,Yes,No,Yes,No,No,No,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,5,78.75,412.1,Yes
8628-MFKAX,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Female,Fiber optic,Two year,Credit card (automatic),1,72,116.75,8277.05,No
2397-BRLOM,Yes,No,No,No,No,No,Yes,No,Yes,Male,Fiber optic,Month-to-month,Credit card (automatic),1,8,80.45,583.45,Yes
7629-WIXZF,No,No,Yes,No,No,No,No,Yes,Yes,Female,DSL,One year,Electronic check,0,7,59.1,369.25,No
5445-GLVOT,No,No,Yes,No,No,No,No,No,Yes,Female,DSL,Month-to-month,Electronic check,0,22,49.8,1049.05,No
3976-HXHCE,No,No,No,No,No,No,No,No,No,Male,No,Two year,Bank transfer (automatic),0,72,19.3,1414.8,No
2466-NEJOJ,Yes,No,No,No,No,No,No,No,No,Male,No,Month-to-month,Credit card (automatic),0,8,19.65,169.75,No
0254-KCJGT,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Male,DSL,One year,Credit card (automatic),0,52,81.4,4354.45,No
5472-CVMDX,No,No,Yes,No,Yes,Yes,No,No,No,Female,DSL,Two year,Mailed check,0,68,38.9,2719.2,No
6461-SZMCV,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Female,DSL,Two year,Bank transfer (automatic),0,71,87.95,6365.35,No
8150-QUDFX,No,No,No,No,No,No,No,No,No,Male,No,Month-to-month,Mailed check,0,2,19.85,51.6,No
9508-ILZDG,No,Yes,No,Yes,No,Yes,Yes,No,Yes,Female,Fiber optic,Month-to-month,Electronic check,1,34,96.35,3190.25,No
2346-DJQTB,No,No,No,No,No,No,No,No,No,Female,DSL,Month-to-month,Electronic check,0,35,24.15,812.5,No
1697-LYYYX,Yes,No,No,No,No,No,No,No,No,Female,No,One year,Credit card (automatic),0,61,19.1,1143.8,No
1942-OQFRW,No,No,No,No,No,No,No,No,No,Male,DSL,Month-to-month,Electronic check,0,1,44.0,44.0,No
4749-VFKVB,No,Yes,No,No,No,No,No,No,Yes,Female,DSL,Month-to-month,Mailed check,0,1,50.1,50.1,Yes
9640-ZSLDC,Yes,No,No,No,Yes,No,No,Yes,No,Female,DSL,One year,Credit card (automatic),0,53,60.6,3297.0,No
4231-LZUYM,No,Yes,No,No,No,No,No,No,No,Female,No,Two year,Bank transfer (automatic),0,72,25.65,1887.0,No
7598-UAASY,No,No,No,No,Yes,No,No,No,No,Male,Fiber optic,Month-to-month,Electronic check,0,2,76.4,151.8,Yes
7938-OUHIO,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,3,98.7,293.65,Yes
8510-AWCXC,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Electronic check,1,13,100.8,1308.1,Yes
6128-AQBMT,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Male,DSL,Month-to-month,Electronic check,1,41,53.95,2215.4,No
3594-BDSOA,No,No,No,No,No,No,No,No,No,Female,No,One year,Credit card (automatic),0,24,20.4,482.8,No
0431-APWVY,Yes,No,No,No,No,No,Yes,Yes,Yes,Female,Fiber optic,One year,Bank transfer (automatic),0,28,90.1,2598.95,Yes
5133-VRSAB,No,No,Yes,No,No,No,No,No,No,Male,DSL,Month-to-month,Mailed check,0,8,29.35,216.45,No
5996-DAOQL,No,No,No,No,No,No,No,No,Yes,Male,No,Month-to-month,Mailed check,0,1,20.45,20.45,No
6838-YAUVY,No,Yes,No,No,Yes,Yes,No,Yes,Yes,Female,Fiber optic,Two year,Bank transfer (automatic),0,54,95.1,5064.85,No
0484-JPBRU,No,Yes,No,No,No,No,No,No,Yes,Male,No,Month-to-month,Bank transfer (automatic),0,41,25.25,996.45,No
7883-ROJOC,No,No,No,No,No,No,No,No,No,Female,DSL,Month-to-month,Mailed check,0,19,44.9,839.65,No
0244-LGNFY,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Female,DSL,Two year,Bank transfer (automatic),0,72,92.65,6733.0,No
7274-CGTOD,No,No,Yes,Yes,Yes,Yes,No,No,Yes,Male,DSL,Two year,Bank transfer (automatic),0,62,43.7,2618.3,No
4295-YURET,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Female,DSL,Two year,Credit card (automatic),1,56,72.6,4084.35,No
3426-NIYYL,No,Yes,No,No,No,No,No,No,No,Male,DSL,Month-to-month,Electronic check,0,15,51.55,765.5,Yes
8225-BTJAU,No,No,No,No,No,No,No,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,1,10,79.25,793.55,Yes
4635-EJYPD,Yes,No,No,No,No,No,No,No,No,Male,No,Two year,Mailed check,0,32,18.95,613.95,No
1866-ZSLJM,No,No,No,No,No,No,No,No,No,Male,No,Month-to-month,Credit card (automatic),0,21,20.5,402.85,No
4636-TVXVG,Yes,No,No,No,No,No,No,No,No,Male,No,One year,Bank transfer (automatic),0,62,19.95,1244.8,No
4236-UJPWO,No,No,No,No,No,No,No,No,No,Female,DSL,Month-to-month,Electronic check,0,2,24.5,46.4,No
9392-XBGTD,Yes,No,No,No,No,No,No,No,No,Male,No,Two year,Mailed check,0,27,20.6,581.85,No
3387-VATUS,No,Yes,No,No,No,No,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Bank transfer (automatic),0,5,94.85,462.8,Yes
6402-SSEJG,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Female,DSL,One year,Electronic check,0,25,61.05,1540.2,No
1143-NMNQJ,No,Yes,No,No,No,No,No,Yes,Yes,Female,Fiber optic,Month-to-month,Electronic check,0,2,85.7,169.8,Yes
1169-SAOCL,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Male,Fiber optic,One year,Bank transfer (automatic),0,49,106.65,5168.1,No
1110-KYLGQ,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Female,Fiber optic,Month-to-month,Credit card (automatic),0,63,108.25,6780.1,No
9929-PLVPA,Yes,No,No,No,No,No,No,No,No,Female,No,Month-to-month,Credit card (automatic),0,4,20.4,94.5,No
3518-PZXZQ,No,No,No,No,No,No,Yes,No,Yes,Female,DSL,Month-to-month,Mailed check,0,1,55.3,55.3,No
2371-JUNGC,No,No,No,No,No,No,No,No,No,Male,No,Month-to-month,Mailed check,0,11,20.25,208.0,No
7693-QPEFS,No,Yes,No,No,No,No,No,No,Yes,Male,Fiber optic,Month-to-month,Bank transfer (automatic),1,52,72.95,3829.75,No
0924-BJCRC,No,Yes,No,Yes,No,No,No,Yes,No,Female,Fiber optic,Month-to-month,Electronic check,1,60,89.45,5294.6,No
5074-FBGHB,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Male,Fiber optic,One year,Credit card (automatic),0,64,104.65,6889.8,No
2351-BKRZW,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Female,DSL,Two year,Bank transfer (automatic),0,43,75.2,3254.35,No
4455-BFSPD,No,Yes,No,No,No,Yes,Yes,Yes,No,Female,Fiber optic,One year,Bank transfer (automatic),0,61,101.15,6383.9,No
0415-MOSGF,No,No,No,No,No,No,No,No,No,Female,DSL,Month-to-month,Mailed check,0,1,44.4,44.4,Yes
1724-BQUHA,No,No,No,No,No,No,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,1,5,89.5,477.7,Yes
3948-KXDUF,No,Yes,Yes,Yes,Yes,Yes,No,No,No,Male,DSL,Two year,Bank transfer (automatic),0,66,68.75,4447.55,No
2323-ARSVR,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Male,Fiber optic,Two year,Electronic check,0,67,111.05,7321.05,No
0815-MFZGM,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Female,Fiber optic,Two year,Credit card (automatic),0,42,99.0,4135.0,No
4826-XTSOH,No,Yes,No,No,No,No,Yes,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,1,1,86.05,86.05,Yes
5480-XTFFL,Yes,No,No,No,No,No,No,No,No,Female,No,Two year,Mailed check,0,31,21.0,697.7,No
8295-FHIVV,No,No,No,No,No,No,No,No,Yes,Male,No,Month-to-month,Mailed check,0,7,19.4,168.65,No
2495-INZWQ,No,No,No,No,No,No,Yes,Yes,Yes,Male,DSL,Month-to-month,Electronic check,0,4,44.55,174.3,Yes
9086-YJYXS,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Male,DSL,One year,Bank transfer (automatic),0,34,77.2,2753.8,No
1179-INLAT,No,No,No,No,No,No,No,No,Yes,Male,No,One year,Mailed check,0,3,19.45,69.25,No
7909-FIOIY,Yes,No,No,No,No,No,No,No,Yes,Female,DSL,Month-to-month,Mailed check,0,19,24.85,434.8,No
4139-SUGLD,Yes,No,Yes,No,No,Yes,No,No,No,Male,DSL,Month-to-month,Bank transfer (automatic),0,31,35.4,1077.5,Yes
6857-VWJDT,No,Yes,No,No,No,No,Yes,Yes,No,Female,Fiber optic,Month-to-month,Mailed check,0,1,95.65,95.65,Yes
6351-SCJKT,No,No,Yes,No,Yes,Yes,No,No,No,Male,DSL,Month-to-month,Mailed check,0,3,41.35,107.25,No
5468-BPMMO,No,No,No,No,No,No,No,No,No,Male,No,Month-to-month,Electronic check,0,46,19.6,851.2,No
5624-BQSSA,No,No,No,No,No,No,No,No,No,Female,No,Month-to-month,Mailed check,0,1,20.95,20.95,Yes
0197-PNKNK,Yes,Yes,Yes,No,Yes,No,No,No,No,Female,Fiber optic,One year,Bank transfer (automatic),0,69,84.45,5848.6,No
2439-QKJUL,No,No,No,No,No,No,No,No,No,Male,No,Month-to-month,Mailed check,0,5,20.25,109.8,No
1194-SPVSP,No,No,No,No,No,No,No,No,No,Male,No,Month-to-month,Bank transfer (automatic),0,1,19.65,19.65,No
9534-NSXEM,No,No,No,No,No,No,No,No,Yes,Male,No,One year,Credit card (automatic),0,26,20.65,595.5,No
2408-WITXK,No,No,No,No,No,No,No,Yes,Yes,Female,DSL,Month-to-month,Electronic check,1,10,34.7,329.8,Yes
8929-KSWIH,No,No,No,No,Yes,Yes,Yes,Yes,No,Male,Fiber optic,Two year,Bank transfer (automatic),0,25,99.3,2513.5,No
2250-IVBWA,Yes,No,Yes,Yes,No,No,No,No,No,Male,Fiber optic,Month-to-month,Electronic check,0,64,81.05,5135.35,No
1810-MVMAI,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Male,DSL,Month-to-month,Electronic check,0,30,67.6,2000.2,No
9506-UXUSK,No,No,No,No,No,No,No,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,13,70.15,931.75,No
1229-RCALF,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Female,Fiber optic,One year,Electronic check,0,64,115.0,7396.15,No
3572-UOLYZ,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Female,Fiber optic,Month-to-month,Bank transfer (automatic),0,46,84.8,3958.85,No
1429-UYJSV,No,No,No,No,No,No,No,No,No,Female,No,One year,Mailed check,0,12,19.7,260.9,No
5577-OTWWW,No,No,No,No,No,No,No,No,No,Female,No,Month-to-month,Bank transfer (automatic),0,15,19.75,297.3,Yes
6100-QQHEB,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,17,92.55,1515.1,Yes
6366-XIVKZ,Yes,No,Yes,No,Yes,No,No,Yes,Yes,Female,DSL,Month-to-month,Mailed check,0,13,63.15,816.8,No
3470-OBUET,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,Female,DSL,Two year,Credit card (automatic),0,67,74.0,4868.4,No
2770-NSVDG,No,No,No,No,Yes,No,No,No,No,Male,DSL,Month-to-month,Electronic check,0,24,29.1,688.0,No
9375-MHRRS,No,No,No,No,No,Yes,No,No,No,Male,DSL,Month-to-month,Mailed check,0,6,50.05,288.35,No
2634-HCZGT,No,Yes,Yes,No,No,Yes,No,No,Yes,Male,DSL,One year,Electronic check,1,53,60.05,3229.65,Yes
7503-QQRVF,No,No,No,Yes,No,No,No,No,Yes,Male,Fiber optic,Month-to-month,Credit card (automatic),1,16,74.3,1178.25,Yes
4860-YZGZM,No,No,No,No,No,No,No,No,No,Male,No,Month-to-month,Electronic check,0,10,20.0,185.4,No
6599-GZWCM,No,No,No,Yes,No,No,No,No,Yes,Female,Fiber optic,One year,Mailed check,0,13,74.65,966.25,No
2691-NZETQ,No,Yes,No,No,No,No,Yes,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,9,85.35,758.6,Yes
4404-HIBDJ,No,No,Yes,Yes,Yes,Yes,Yes,No,No,Female,DSL,One year,Mailed check,0,25,74.3,1863.8,Yes
5533-NHFRF,No,No,No,Yes,No,Yes,No,Yes,Yes,Male,DSL,Month-to-month,Electronic check,1,7,44.4,265.8,No
7037-MTYVW,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Male,DSL,Two year,Bank transfer (automatic),0,38,85.4,3297.0,No
4760-THGOT,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Female,Fiber optic,Month-to-month,Electronic check,0,43,94.1,4107.3,No
7295-JOMMD,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Female,Fiber optic,Month-to-month,Bank transfer (automatic),0,4,98.1,396.3,Yes
4016-BJKTZ,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Female,Fiber optic,Two year,Electronic check,0,25,108.9,2809.05,No
6584-VQMYT,Yes,No,Yes,Yes,No,No,No,No,No,Male,DSL,One year,Mailed check,0,27,56.2,1567.55,No
9838-BFCQT,Yes,Yes,No,No,No,No,No,No,No,Male,No,Two year,Mailed check,0,72,26.1,1851.45,No
2790-XUYMV,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Male,Fiber optic,One year,Credit card (automatic),0,71,85.45,6028.95,No
0581-MDMPW,No,Yes,No,No,Yes,No,Yes,No,Yes,Female,Fiber optic,Month-to-month,Credit card (automatic),0,24,88.95,2072.75,No
5013-SBUIH,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Female,Fiber optic,Two year,Electronic check,0,50,109.65,5551.15,Yes
1023-BQXZE,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Male,DSL,Two year,Bank transfer (automatic),0,57,74.35,4317.35,No
9163-GHAYE,No,No,No,Yes,No,No,No,No,No,Female,DSL,Month-to-month,Electronic check,0,15,48.85,736.8,No
3904-UKFRE,No,Yes,Yes,No,No,No,No,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,4,80.1,336.15,No
5353-WILCI,No,No,Yes,Yes,No,No,No,No,No,Female,DSL,Month-to-month,Electronic check,0,28,56.05,1522.65,No
0709-TVGUR,No,Yes,No,No,No,No,No,No,Yes,Female,Fiber optic,Month-to-month,Electronic check,1,9,74.55,622.9,Yes
0058-EVZWM,No,Yes,Yes,No,No,No,Yes,No,Yes,Female,Fiber optic,Month-to-month,Bank transfer (automatic),0,55,89.8,4959.6,No
6023-YEBUP,No,Yes,No,No,Yes,No,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,3,100.95,329.95,Yes
7209-JCUDS,No,No,No,No,Yes,No,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,0,10,94.9,1048.85,Yes
7009-PCARS,Yes,No,No,No,No,No,No,No,No,Male,No,One year,Bank transfer (automatic),0,55,19.1,1001.5,No
0519-DRGTI,Yes,No,No,No,No,No,No,No,No,Female,No,Month-to-month,Mailed check,0,20,20.35,442.6,No
1017-FBQMM,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Female,Fiber optic,One year,Credit card (automatic),0,62,106.05,6703.5,No
3001-CBHLQ,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Male,Fiber optic,Month-to-month,Electronic check,1,32,104.9,3351.55,Yes
1985-MBRYP,No,No,No,No,No,No,No,No,Yes,Female,No,Two year,Bank transfer (automatic),0,43,19.65,779.25,No
6158-DWPZT,No,No,No,No,No,No,No,No,No,Male,DSL,One year,Bank transfer (automatic),0,9,24.1,259.8,Yes
9372-TXXPS,No,No,Yes,Yes,No,Yes,No,No,No,Female,DSL,Two year,Bank transfer (automatic),0,60,59.85,3483.45,No
3259-QMXUN,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Male,DSL,Two year,Electronic check,0,58,86.1,4890.5,No
1015-JPFYW,Yes,No,No,No,No,No,No,No,No,Male,No,One year,Mailed check,0,7,19.45,136.75,No
6645-MXQJT,Yes,No,Yes,No,No,No,Yes,Yes,No,Male,Fiber optic,Month-to-month,Electronic check,0,2,97.1,184.15,No
4360-QRAVE,No,No,No,Yes,Yes,No,No,No,No,Male,DSL,Month-to-month,Electronic check,1,37,36.65,1315.0,No
8433-WPJTV,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Female,Fiber optic,One year,Bank transfer (automatic),1,65,103.9,6767.1,No
5804-JMYIO,Yes,No,No,No,No,No,No,No,No,Female,No,Two year,Mailed check,0,39,19.75,757.95,No
3763-GCZHZ,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Male,Fiber optic,One year,Electronic check,0,66,104.05,6890.0,Yes
6484-LATFU,No,Yes,No,No,No,No,No,No,No,Male,No,Two year,Mailed check,0,68,24.55,1657.4,No
7599-NTMDP,Yes,No,Yes,Yes,No,Yes,Yes,No,No,Female,DSL,Two year,Bank transfer (automatic),0,62,48.7,3008.55,No
0772-GYEQQ,No,No,No,No,Yes,Yes,Yes,No,Yes,Male,Fiber optic,Month-to-month,Mailed check,0,3,88.35,262.05,Yes
0536-ACXIP,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Female,Fiber optic,Two year,Electronic check,0,72,109.55,8165.1,No
0936-NQLJU,No,No,No,No,No,No,No,No,No,Female,No,Two year,Credit card (automatic),0,41,20.65,875.55,No
4831-EOBFE,Yes,No,Yes,No,No,No,Yes,Yes,No,Male,Fiber optic,Month-to-month,Credit card (automatic),0,29,94.65,2649.15,Yes
1575-KRZZE,No,No,Yes,Yes,No,No,No,No,No,Female,DSL,Month-to-month,Electronic check,0,4,55.2,220.65,No
3251-YMVWZ,No,Yes,No,No,No,No,No,No,No,Male,No,One year,Bank transfer (automatic),0,53,24.05,1301.9,No
4102-OQUPX,No,Yes,No,No,No,No,No,No,Yes,Male,Fiber optic,Month-to-month,Electronic check,1,1,74.4,74.4,Yes
9170-GYZJC,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Female,DSL,Month-to-month,Credit card (automatic),0,41,79.9,3326.2,Yes
4884-LEVMQ,No,No,No,No,No,No,No,No,Yes,Male,No,Two year,Bank transfer (automatic),0,39,20.45,790.0,No
8857-CUPFQ,No,No,No,No,No,No,No,No,No,Male,No,Two year,Mailed check,0,63,19.25,1237.65,No
7610-TVOPG,No,Yes,No,No,No,No,No,No,Yes,Male,No,Month-to-month,Electronic check,0,15,26.35,378.6,No
3638-DIMPH,No,No,No,No,No,No,No,No,No,Female,DSL,One year,Electronic check,0,13,43.8,592.65,No
1845-ZLLIG,No,No,No,Yes,No,No,No,No,Yes,Male,DSL,Month-to-month,Mailed check,0,1,50.15,50.15,No
8559-WNQZS,No,No,No,No,No,No,No,No,No,Male,No,Two year,Mailed check,0,1,20.45,20.45,No
